id,x,y,cluster_id,text
951647402599026000,29.14241409,21.59873009,7,"More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant, relocating their heavy-truck production from Mexico to Michigan, adding 2,500 new jobs and paying $2,000 bonus to U.S. employees! https://t.co/47azKD0l9B"
951648197440569000,0.522496521,18.83780861,5,"Chrysler is moving a massive plant from Mexico to Michigan, reversing a years long opposite trend. Thank you Chrysler, a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow!"
951650274032209000,37.75583649,-12.96198368,8,Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first!
951675713089888000,-30.15835571,-5.829380035,7,"The Democrats seem intent on having people and drugs pour into our country from the Southern Border, risking thousands of lives in the process. It is my duty to protect the lives and safety of all Americans. We must build a Great Wall, think Merit and end Lottery &amp, Chain. USA!"
951679619341737000,-0.883765876,0.356395245,5,"Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for “peanuts,” only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO!"
951785587765280000,7.217218399,6.184662342,6,"The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen was a big step backwards. Wall was not properly funded, Chain &amp, Lottery were made worse and USA would be forced to take large numbers of people from high crime....."
951788342647107000,-33.5484581,-23.51800728,6,"....countries which are doing badly. I want a merit based system of immigration and people who will help take our country to the next level. I want safety and security for our people. I want to stop the massive inflow of drugs. I want to fund our military, not do a Dem defund...."
951790999784783000,-15.17660427,-34.85038757,6,"....Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The Dems will threaten “shutdown,” but what they are really doing is shutting down our military, at a time we need it most. Get smart, MAKE AMERICA GREAT AGAIN!"
951793123985973000,32.64415741,-39.36482239,2,"The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough was the outlandish proposal made - a big setback for DACA!"
951798415301718000,-35.12355804,-24.88924217,6,"Sadly, Democrats want to stop paying our troops and government workers in order to give a sweetheart deal, not a fair deal, for DACA. Take care of our Military, and our Country, FIRST!"
951813216291708000,0.924100101,-37.84867859,2,"Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Never said “take them out.” Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately, no trust!"
951875499537641000,-1.235047221,42.91446304,5,"Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage all Americans to observe this day with appropriate civic, community, and service activities in honor of Dr. King's life and legacy. https://t.co/samlJsz1Nt"
952166643202916000,-17.36951065,-6.837347031,6,"Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA, from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!"
952166857670320000,-9.389476776,-42.71833038,2,The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!
952166927476183000,-6.977284431,36.77676773,4,AMERICA FIRST!
952183452366929000,-17.3111496,-6.893846035,6,"Yesterday was another big day for jobs and the Stock Market. Chrysler coming back to U.S. (Michigan) from Mexico and many more companies paying out Tax Cut money to employees. If Dems won in November, Market would have TANKED! It was headed for disaster."
952183458922672000,-9.015975952,-42.36001205,2,"I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time but, day by day, they are blowing the one great opportunity they have. Too bad!"
952301373479104000,0.516870379,-41.49698257,2,"So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They promote the Fake Book of a mentally deranged author, who knowingly writes false information. The Mainstream Media is crazed that WE won the election!"
952525384242876000,11.01641178,-41.01360321,2,"The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Korea). Obviously I didn’t say that. I said “I’d have a good relationship with Kim Jong Un,” a big difference. Fortunately we now record conversations with reporters..."
952526145064505000,9.33934021,-49.06574631,2,...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!
952528011869478000,-25.85959435,-37.48403168,6,"DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed money away from our Military."
952530515894169000,-25.54644012,-20.4763279,6,"I, as President, want people coming into our Country who are going to help us become strong and great again, people coming in through a system based on MERIT. No more Lotteries! #AMERICA FIRST"
952538350333939000,27.62720299,17.6268959,7,"“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers. Most explosive Stock Market rally that we’ve seen in modern times. 18,000 to 26,000 from Election, and grounded in profitability and growth. All Trump, not 0..."
952540700683497000,40.79795837,-0.403595835,7,"...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the policies of President Obama, and reversed our economic decline.” Thank you Stuart Varney.  @foxandfriends"
952887520790040000,-24.99260139,-38.7586174,6,"Statement by me last night in Florida: “Honestly, I don’t think the Democrats want to make a deal. They talk about DACA, but they don’t want to help..We are ready, willing and able to make a deal but they don’t want to. They don’t want security at the border, they don’t want....."
952888691944550000,-23.14224243,-21.08257103,6,"...to stop drugs, they want to take money away from our military which we cannot do.” My standard is very simple, AMERICA FIRST &amp, MAKE AMERICA GREAT AGAIN!"
953000902331453000,40.1594429,-19.96990013,8,Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.
953264081871495000,-39.22111511,-17.95404053,6,"We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and to help stop the massive inflow of drugs pouring into our country!"
953267506004754000,-28.5977211,-25.96623802,6,"The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military, at a time we need it more than ever. We need a merit based system of immigration, and we need it now! No more dangerous Lottery."
953270558573154000,18.36247635,-24.8688221,2,"Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead, except as it pertains to the Dems. Public gets it!"
953271789790138000,20.39289093,-29.5619812,8,“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends
953273134655987000,-4.946288109,-30.19146538,2,"Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you, and it will get even (much) better! @FoxNews"
953352036309000000,-0.05373434,50.4172287,4,"“President Donald J. Trump Proclaims January 16, 2018, as Religious Freedom Day” https://t.co/bD3R2dJfyp"
953360619834691000,-7.813197613,48.02272415,4,"Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! https://t.co/TerYFZViax"
953406423177859000,30.36719131,13.68309307,7,"New report from DOJ &amp, DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms...."
953406553083777000,-34.09061813,-22.50955963,6,"....we need to keep America safe, including moving away from a random chain migration and lottery system, to one that is merit-based. https://t.co/7PtoSFK1n2"
953614071336701000,50.43906784,-0.017506799,4,Eric Trump on @foxandfriends  now!
953768657221451000,12.97505379,45.14271164,7,"Today, we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our friend, and true AMERICAN HERO, Bob Dole. #CongressionalGoldMedal https://t.co/qNQqDLRmCk"
953771038114045000,-14.40302658,-16.38689804,6,I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA! https://t.co/OwXVUyLOb1
953772162665590000,-27.64389229,19.91497612,6,"During the campaign, I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers! https://t.co/hz2q9UTfnF"
953773110553186000,35.67684937,19.80606461,7,Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt
953794085751574000,18.94305229,-27.41657448,7,And the FAKE NEWS winners are...https://t.co/59G6x2f7fD
953795518592843000,14.36818409,-25.55724525,2,"Despite some very corrupt and dishonest media coverage, there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!"
953796944564031000,-15.8051281,-36.50537491,6,"ISIS is in retreat, our economy is booming, investments and jobs are pouring back into the country, and so much more! Together there is nothing we can’t overcome--even a very biased media. We ARE Making America Great Again!"
953948941674078000,-26.21683884,-9.30121994,2,"The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of necessity, see through and it was never intended to be built in areas where there is natural protection such as mountains, wastelands or tough rivers or water....."
953951365532876000,-8.26070118,-13.8524704,7,"....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!"
953973568035086000,-2.643469334,19.27861023,5,"Will be going to Pennsylvania today in order to give my total support to RICK SACCONE, running for Congress in a Special Election (March 13). Rick is a great guy. We need more Republicans to continue our already successful agenda!"
953979393180950000,-2.990925789,-6.040511608,7,"We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico, now rated the number one most dangerous country in the world. If there is no Wall, there is no Deal!"
953984671674662000,-19.78552818,-37.38650131,2,"CHIP should be part of a long term solution, not a 30 Day, or short term, extension!"
953987636057821000,-40.19210434,-33.48358917,6,A government shutdown will be devastating to our military...something the Dems care very little about!
954092417250222000,-6.419631481,-21.98827553,6,"Departing Pittsburgh now, where it was my great honor to stand with our incredible workers, and to show the world that AMERICA is back - and we are coming back bigger and better and stronger than ever before! https://t.co/kWPgylqFzj"
954097213608570000,-18.18445778,-41.52444839,6,"AMERICA will once again be a NATION that thinks big, dreams bigger, and always reaches for the stars. YOU are the ones who will shape America’s destiny. YOU are the ones who will restore our prosperity. And YOU are the ones who are MAKING AMERICA GREAT AGAIN! #MAGA https://t.co/f2abNK47II"
954136290768846000,9.057629585,14.60021877,6,House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!
954323750949982000,-36.68208313,-28.10793495,6,Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!
954386490842378000,-0.462087631,46.15510178,4,.@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...https://t.co/0O0VsYXmHB
954390114968498000,12.75543499,-49.42863083,2,"“Shutting down the government is a very serious thing. People die, accidents happen. I don’t know how I would vote right now on a CR, OK?”Sen. Dianne Feinstein (D-Calif)https://t.co/7xP3CBnv5j"
954423170299199000,-17.15052605,21.0263443,5,"Today, I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s March for Life theme: #LoveSavesLives. https://t.co/DMST4qhDmp"
954456754137501000,9.284716606,-16.31191826,7,Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!
954478044487520000,-8.913754463,6.891405106,5,Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military together with @SenateMajLdr McConnell and @SpeakerRyan. Making progress - four week extension would be best!
954541219970977000,-31.31322861,-2.855443239,6,"Not looking good for our great Military or Safety &amp, Security on the very dangerous Southern Border. Dems want a Shutdown in order to help diminish the great success of the Tax Cuts, and what they are doing for our booming economy."
